"DOI","Authors","Title","Source","Year","TotalCitation","TCperYear","NTC","SR","students","human","regression analysis","compressive strength","Assigned_cluster","pagerank"
"10.1086/662139","LIU J;SMEESTERS D;TRAMPE D","EFFECTS OF MESSINESS ON PREFERENCES FOR SIMPLICITY","JOURNAL OF CONSUMER RESEARCH","2012","4","0.308","0.146","LIU J, 2012, J CONSUM RES","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s11031-011-9216-y","JOHNSON CS;STAPEL DA","HAPPINESS AS ALCHEMY: POSITIVE MOOD LEADS TO SELF-SERVING RESPONSES TO SOCIAL COMPARISONS","MOTIVATION AND EMOTION","2011","4","0.286","0.098","JOHNSON CS, 2011, MOTIV EMOT","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.jwb.2009.01.003","LICHTENTHALER U","PRODUCT BUSINESS, FOREIGN DIRECT INVESTMENT, AND LICENSING: EXAMINING THEIR RELATIONSHIPS IN INTERNATIONAL TECHNOLOGY EXPLOITATION","JOURNAL OF WORLD BUSINESS","2009","4","0.250","0.078","LICHTENTHALER U, 2009, J WORLD BUS","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s10479-019-03175-5","SADEGHI E;FAN N","RETRACTED ARTICLE: ON THE SURVIVABLE NETWORK DESIGN PROBLEM WITH MIXED CONNECTIVITY REQUIREMENTS","ANNALS OF OPERATIONS RESEARCH","2023","3","1.500","2.000","SADEGHI E, 2023, ANN OPER RES","0.000","0.000","0.000","0.000","","0.000"
"10.1108/SRJ-11-2020-0446","FAROOQ M;NOOR A;QURESHI SF","THE IMPACT OF CORPORATE SOCIAL RESPONSIBILITY ON FINANCIAL DISTRESS: EMPIRICAL EVIDENCE","SOCIAL RESPONSIBILITY JOURNAL","2022","3","1.000","2.381","FAROOQ M, 2022, SOC RESPONSIB J","0.000","0.000","0.000","0.000","","0.000"
"10.1093/slr/hmab015","DEI MO;SKLIAR IS;SHEVCHENKO AI;CHERNEHA A;TAVOLZHANSKYI OV","RETRACTION: PREVENTING AND COMBATING CORRUPTION IN THE EUROPEAN UNION: THE PRACTICE OF MEMBER STATES (STATUTE LAW REVIEW DOI: 10.1093/SLR/HMAC007)","STATUTE LAW REVIEW","2022","3","1.000","2.381","DEI MO, 2022, STATUTE LAW REV","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s10257-018-0385-z","YU L","A NOVEL E-COMMERCE MODEL AND SYSTEM BASED ON O2O SPORTS COMMUNITY","INFORMATION SYSTEMS AND E-BUSINESS MANAGEMENT","2020","3","0.600","0.179","YU L, 2020, INF SYST E-BUS MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s10257-019-00409-8","CHEN J;ZHENG Y","USER INFORMATION PROTECTION OF E-COMMERCE PLATFORM BUSINESS BASED ON CREDIT EVALUATION SYSTEM","INFORMATION SYSTEMS AND E-BUSINESS MANAGEMENT","2020","3","0.600","0.179","CHEN J, 2020, INF SYST E-BUS MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s10257-018-00393-5","YIN C;ZHANG M;ZHANG Y;WU W","BUSINESS SERVICE NETWORK NODE OPTIMIZATION AND RESOURCE INTEGRATION BASED ON THE CONSTRUCTION OF LOGISTICS INFORMATION SYSTEMS","INFORMATION SYSTEMS AND E-BUSINESS MANAGEMENT","2020","3","0.600","0.179","YIN C, 2020, INF SYST E-BUS MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1108/JIBR-12-2017-0251","WAHYONO W","BUSINESS MODEL INNOVATION: A REVIEW AND RESEARCH AGENDA","JOURNAL OF INDIAN BUSINESS RESEARCH","2019","3","0.500","0.168","WAHYONO W, 2019, J INDIAN BUS STUD","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.ress.2016.10.029","TSAI H-N;SHEU S-H;ZHANG ZG","A TRIVARIATE OPTIMAL REPLACEMENT POLICY FOR A DETERIORATING SYSTEM BASED ON CUMULATIVE DAMAGE AND INSPECTIONS","RELIABILITY ENGINEERING AND SYSTEM SAFETY","2017","3","0.375","0.163","TSAI H-N, 2017, RELIAB ENG SYST SAF","0.000","0.000","0.000","0.000","","0.000"
"10.1080/0965254X.2018.1430056","CHAUDHARY AH","RETRACTED ARTICLE: BRAND LOVE: FICTION OR REALITY? (JOURNAL OF STRATEGIC MARKETING, (2018), 26, 8, (I-XI), 10.1080/0965254X.2018.1430056)","JOURNAL OF STRATEGIC MARKETING","2018","3","0.429","0.099","CHAUDHARY AH, 2018, J STRATEG MARK","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s11135-016-0326-1","MILOVANČEVIĆ M;MARKOVIĆ D;NIKOLIĆ V;MLADENOVIĆ I","DETERMINATION OF THE MOST INFLUENTIAL FACTORS FOR NUMBER OF PATENTS PREDICTION BY ADAPTIVE NEURO-FUZZY TECHNIQUE","QUALITY AND QUANTITY","2017","3","0.375","0.163","MILOVANČEVIĆ M, 2017, QUAL QUANT","0.000","0.000","0.000","0.000","","0.000"
"10.1111/1475-6765.12283","YAKTER A","THE HETEROGENEOUS EFFECT OF DIVERSITY: ASCRIPTIVE IDENTITIES, CLASS AND REDISTRIBUTION IN DEVELOPED DEMOCRACIES","EUROPEAN JOURNAL OF POLITICAL RESEARCH","2019","3","0.500","0.168","YAKTER A, 2019, EUR J POLIT RES","0.000","0.000","0.000","0.000","","0.000"
"10.1080/10941665.2018.1529686","OM K-C;REN G;JONG S-I;KANG-CHOL O;RYU H-C","TOURISM CLIMATIC CONDITION OVER PDR KOREA","ASIA PACIFIC JOURNAL OF TOURISM RESEARCH","2018","3","0.429","0.099","OM K-C, 2018, ASIA PAC J TOUR RES","0.000","0.000","0.000","0.000","","0.000"
"10.1111/auar.12089","BADENHORST WM;BRÜMMER LM;DE WET JH","THE VALUE-RELEVANCE OF EQUITY ACCOUNTED CARRYING AMOUNTS AND DISCLOSED FAIR VALUES OF LISTED ASSOCIATES","AUSTRALIAN ACCOUNTING REVIEW","2016","3","0.333","0.155","BADENHORST WM, 2016, AUST ACCOUNT REV","0.000","0.000","0.000","0.000","","0.000"
"10.1111/jofi.12255","GRIFFIN JM;MATURANA G","NOTICE OF WITHDRAWAL: 'WHO FACILITATED MISREPORTING IN SECURITIZED LOANS?'","JOURNAL OF FINANCE","2015","3","0.300","0.108","GRIFFIN JM, 2015, J FINANC","0.000","0.000","0.000","0.000","","0.000"
"10.1002/joc.3627","SOORAJ KP;SEO K-H;WANG B;LEE J-Y","RECENT DROUGHT EVENTS OVER THE CENTRAL INDIAN REGION: PACIFIC OCEAN ORIGIN AND INSIGHTS FROM MOISTURE BUDGETS","INTERNATIONAL JOURNAL OF CLIMATOLOGY","2013","3","0.250","0.070","SOORAJ KP, 2013, INT J CLIMATOL","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s10551-012-1281-y","GEH EZ","RETRACTED ARTICLE: THE ""STRONG"" VERSUS ""WEAK"" PREMISE OF STAKEHOLDER LEGITIMACY AND THE RHETORICAL PERSPECTIVE OF DIFFUSION","JOURNAL OF BUSINESS ETHICS","2013","3","0.250","0.070","GEH EZ, 2013, J BUS ETHICS","0.000","0.000","0.000","0.000","","0.000"
"10.1080/10570314.2011.651251","MADLOCK PE","THE INFLUENCE OF CULTURAL CONGRUENCY, COMMUNICATION, AND WORK ALIENATION ON EMPLOYEE SATISFACTION AND COMMITMENT IN MEXICAN ORGANIZATIONS","WESTERN JOURNAL OF COMMUNICATION","2012","3","0.231","0.110","MADLOCK PE, 2012, WEST J COMMUN","0.000","0.000","0.000","0.000","","0.000"
"10.1080/08997764.2011.601980","SHIN D-H;HWANG Y-S","EXAMINING THE FACTORS AFFECTING THE RATE OF IPTV DIFFUSION: EMPIRICAL STUDY ON KOREAN IPTV","JOURNAL OF MEDIA ECONOMICS","2011","3","0.214","0.074","SHIN D-H, 2011, J MEDIA ECON","0.000","0.000","0.000","0.000","","0.000"
"10.1037/a0026106","JOHNSON CS;SMEESTERS D;WHEELER SC","VISUAL PERSPECTIVE INFLUENCES THE USE OF METACOGNITIVE INFORMATION IN TEMPORAL COMPARISONS","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY","2012","3","0.231","0.110","JOHNSON CS, 2012, J PERS SOC PSYCHOL","0.000","0.000","0.000","0.000","","0.000"
"10.1080/01973530903539812","NOORDEWIER MK;VAN HOREN F;RUYS KI;STAPEL DA","WHAT'S IN A NAME? 361.708 EUROS: THE EFFECTS OF MARITAL NAME CHANGE","BASIC AND APPLIED SOCIAL PSYCHOLOGY","2010","3","0.200","0.117","NOORDEWIER MK, 2010, BASIC APPL SOC PSYCHOL","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.cam.2009.07.023","WANG W;YUE G;OU C","ASYMPTOTIC CONSTANCY FOR A DIFFERENTIAL EQUATION WITH MULTIPLE STATE-DEPENDENT DELAYS","JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS","2009","3","0.188","0.059","WANG W, 2009, J COMPUT APPL MATH","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.iref.2008.09.008","MANIAR HM;BHATT R;MANIYAR DM","""EXPIRATION HOUR EFFECT OF FUTURES AND OPTIONS MARKETS ON STOCK MARKET"" - A CASE STUDY ON NSE (NATIONAL STOCK EXCHANGE OF INDIA)","INTERNATIONAL REVIEW OF ECONOMICS AND FINANCE","2009","3","0.188","0.059","MANIAR HM, 2009, INT REV ECON FINANC","0.000","0.000","0.000","0.000","","0.000"
"10.1002/ejsp.369","STAPEL DA;MARX DM","MAKING SENSE OF WAR: USING THE INTERPRETATION COMPARISON MODEL TO UNDERSTAND THE IRAQ CONFLICT","EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY","2007","3","0.167","0.096","STAPEL DA, 2007, EUR J SOC PSYCHOL","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s10257-021-00502-x","LI B","RETRACTED ARTICLE: CONSTRUCTION OF BUSINESS STRATEGIC PLANNING STRUCTURE MODEL BASED ON DEEP LEARNING ALGORITHM","INFORMATION SYSTEMS AND E-BUSINESS MANAGEMENT","2023","2","1.000","1.333","LI B, 2023, INF SYST E-BUS MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1057/s41262-021-00256-4","JUNG S;JIN BE","SLOW FASHION BRANDING: UNDERSTANDING WHAT CONSUMERS VALUE MOST","JOURNAL OF BRAND MANAGEMENT","2022","2","0.667","1.587","JUNG S, 2022, J BRAND MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s10257-021-00503-w","ZHOU L;ZHANG Q","RETRACTED ARTICLE: RECOGNITION OF FALSE COMMENTS IN E-COMMERCE BASED ON DEEP LEARNING CONFIDENCE NETWORK ALGORITHM","INFORMATION SYSTEMS AND E-BUSINESS MANAGEMENT","2023","2","1.000","1.333","ZHOU L, 2023, INF SYST E-BUS MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s00779-021-01629-x","JIANG W;ZHANG N","RETRACTED ARTICLE: RESEARCH ON CHARACTERISTICS OF PAPER-PLASTIC COMPOSITE FILM BASED ON INTELLIGENT OPTIMIZATION ALGORITHM","PERSONAL AND UBIQUITOUS COMPUTING","2021","2","0.500","0.355","JIANG W, 2021, PERS UBIQUITOUS COMP","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s10257-019-00403-0","DUAN W;ZHANG G;ZHU Z;ZHANG J","PSYCHOLOGICAL CONTRACT DIFFERENCES FOR DIFFERENT GROUPS OF EMPLOYEES: BIG DATE ANALYSIS FROM CHINA","INFORMATION SYSTEMS AND E-BUSINESS MANAGEMENT","2020","2","0.400","0.120","DUAN W, 2020, INF SYST E-BUS MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s10257-019-00404-z","LI S;YU H","BIG DATA AND FINANCIAL INFORMATION ANALYTICS ECOSYSTEM: STRENGTHENING PERSONAL INFORMATION UNDER LEGAL REGULATION","INFORMATION SYSTEMS AND E-BUSINESS MANAGEMENT","2020","2","0.400","0.120","LI S, 2020, INF SYST E-BUS MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s10257-018-0384-0","ZHANG JM;ZHU SZ;YAN W;LI ZP","THE CONSTRUCTION AND SIMULATION OF INTERNET FINANCIAL PRODUCT DIFFUSION MODEL BASED ON COMPLEX NETWORK AND CONSUMER DECISION-MAKING MECHANISM","INFORMATION SYSTEMS AND E-BUSINESS MANAGEMENT","2020","2","0.400","0.120","ZHANG JM, 2020, INF SYST E-BUS MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1177/0032321720907556","KEMMERZELL J;SELK V","THREE RESPONSES TO DEMOCRACY PROBLEMS OF ENERGY TRANSITIONS","POLITICAL STUDIES","2020","2","0.400","0.120","KEMMERZELL J, 2020, POLIT STUD","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s11135-016-0331-4","MLADENOVIĆ I;MILOVANČEVIĆ M;SOKOLOV-MLADENOVIĆ S","ANALYZING OF INNOVATIONS INFLUENCE ON ECONOMIC GROWTH BY FUZZY SYSTEM","QUALITY AND QUANTITY","2017","2","0.250","0.109","MLADENOVIĆ I, 2017, QUAL QUANT","0.000","0.000","0.000","0.000","","0.000"
"10.1177/1524500419831084","WOOD M;SHUKLA P","RESILIENCE, PARENTING STYLE, AND CHILDREN’S EATING BEHAVIOR","SOCIAL MARKETING QUARTERLY","2019","2","0.333","0.112","WOOD M, 2019, SOC MARK Q","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.langcom.2019.05.002","LOWREY-KINBERG B","EXPERIMENTAL RESULTS ON THE EFFECT OF POLITENESS STRATEGIES ON PERCEPTIONS OF POLICE","LANGUAGE AND COMMUNICATION","2019","2","0.333","0.112","LOWREY-KINBERG B, 2019, LANG COMMUN","0.000","0.000","0.000","0.000","","0.000"
"10.1142/S1363919616500729","MAROOFI F","INVESTIGATING THE LINKS BETWEEN THE DISTINCT LAYERS OF AN ORGANISATION'S CULTURE AND INNOVATIVE BEHAVIOURS","INTERNATIONAL JOURNAL OF INNOVATION MANAGEMENT","2016","2","0.222","0.103","MAROOFI F, 2016, INT J INNOV MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1177/0956797615597672","","RETRACTION OF “SADNESS IMPAIRS COLOR PERCEPTION” (PSYCHOLOGICAL SCIENCE, 10.1177/0956797615597672)","PSYCHOLOGICAL SCIENCE","2015","2","0.200","0.072","NA, 2015, PSYCHOL SCI","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s10490-010-9222-8","XIE Q","STATE OWNERSHIP, FIRM SIZE, AND CHINESE FIRMS' ENTRY MODE CHOICES","ASIA PACIFIC JOURNAL OF MANAGEMENT","2013","2","0.167","0.046","XIE Q, 2013, ASIA PAC J MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1177/0093650214554613","PEÑA J;YOO S-C","REDUNDANT: THE EFFECTS OF AVATAR STEREOTYPES AND COGNITIVE LOAD ON VIRTUAL INTERPERSONAL ATTRACTION: MEDIATION EFFECTS OF PERCEIVED TRUST AND REVERSED PERCEPTIONS UNDER COGNITIVE LOAD","COMMUNICATION RESEARCH","2016","2","0.222","0.103","PEÑA J, 2016, COMMUN RES","0.000","0.000","0.000","0.000","","0.000"
"10.1002/joe.21595","KARAMI M;MALEKIFAR S;NASIRI AB;NASIRI MB;FEILI H;KHAN SUR","A CONCEPTUAL MODEL OF THE RELATIONSHIP BETWEEN MARKET ORIENTATION AND SUPPLY CHAIN PERFORMANCE","GLOBAL BUSINESS AND ORGANIZATIONAL EXCELLENCE","2015","2","0.200","0.072","KARAMI M, 2015, GLOBAL BUS ORGAN EXCELLENCE","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.jmva.2012.11.011","PALMA W;FERREIRA G","REGRESSION ESTIMATION WITH LOCALLY STATIONARY LONG-MEMORY ERRORS","JOURNAL OF MULTIVARIATE ANALYSIS","2013","2","0.167","0.046","PALMA W, 2013, J MULTIVARIATE ANAL","0.000","0.000","0.000","0.000","","0.000"
"10.1093/biomet/asv053","ROSENBAUM PR","ERRATUM: SENSITIVITY ANALYSIS FOR AVERAGE TREATMENT EFFECTS IN MATCHED OBSERVATIONAL STUDIES (BIOMETRIKA)","BIOMETRIKA","2016","2","0.222","0.103","ROSENBAUM PR, 2016, BIOMETRIKA","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s10490-013-9368-2","ZHANG Z;JIA M","ERRATUM TO UNPACKING THE EMPLOYEE RESPONSES TO ETHICAL LEADERSHIP: THE ROLE OF COLLECTIVE MORAL EMOTION","ASIA PACIFIC JOURNAL OF MANAGEMENT","2014","2","0.182","0.098","ZHANG Z, 2014, ASIA PAC J MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1080/13032917.2015.1005638","KUMAR V;NAYAK JK","EXAMINING THE RELATIONSHIP BETWEEN PATTERNS OF EMOTIONAL RESPONSES, SATISFACTION, AND LOYALTY","ANATOLIA","2015","2","0.200","0.072","KUMAR V, 2015, ANATOLIA","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.jaccpubpol.2011.10.003","HUNTON JE;ROSE JM","WILL CORPORATE DIRECTORS ENGAGE IN BIAS ARBITRAGE TO CURRY FAVOR WITH SHAREHOLDERS?","JOURNAL OF ACCOUNTING AND PUBLIC POLICY","2012","2","0.154","0.073","HUNTON JE, 2012, J ACCOUNT PUBLIC POLICY","0.000","0.000","0.000","0.000","","0.000"
"10.1080/0951192X.2011.620008","LIANG JS","AN ONTOLOGY-BASED METHOD FOR THE DEVELOPMENT OF A TROUBLESHOOTING CONFIGURATION SYSTEM","INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING","2012","2","0.154","0.073","LIANG JS, 2012, INT J COMPUTER INTEGR MANUF","0.000","0.000","0.000","0.000","","0.000"
"10.1080/17441730.2011.576822","HENNINK MM;CUNNINGHAM SA","HEALTH OF HOME-BASED SEX WORKERS AND THEIR CHILDREN IN RURAL ANDHRA PRADESH, INDIA","ASIAN POPULATION STUDIES","2011","2","0.143","0.049","HENNINK MM, 2011, ASIAN POPUL STUD","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.cam.2012.02.002","XU J;SHEN Z;VALENTINI B","STUDY OF THE NEW LEON MODEL FOR CONCRETE FAILURE","JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS","2012","2","0.154","0.073","XU J, 2012, J COMPUT APPL MATH","0.000","0.000","0.000","0.000","","0.000"
"10.2308/bria-10071","ASARE KN;ABDOLMOHAMMADI MJ;HUNTON JE","THE INFLUENCE OF CORPORATE GOVERNANCE RATINGS ON BUY-SIDE ANALYSTS' EARNINGS FORECAST CERTAINTY: EVIDENCE FROM THE UNITED STATES AND THE UNITED KINGDOM","BEHAVIORAL RESEARCH IN ACCOUNTING","2011","2","0.143","0.049","ASARE KN, 2011, BEHAV RES ACCOUNT","0.000","0.000","0.000","0.000","","0.000"
"10.1002/ejsp.491","JOLY JF;STAPEL DA","STAFF, MITER, BOOK, SHARE: HOW ATTRIBUTES OF SAINT NICHOLAS INDUCE NORMATIVE BEHAVIOR","EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY","2009","2","0.125","0.039","JOLY JF, 2009, EUR J SOC PSYCHOL","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.jpolmod.2006.04.007","BALIAMOUNE-LUTZ M;ADDISON T","ECONOMIC REFORM WHEN INSTITUTIONAL QUALITY IS WEAK: THE CASE OF THE MAGHREB","JOURNAL OF POLICY MODELING","2007","2","0.111","0.064","BALIAMOUNE-LUTZ M, 2007, J POLICY MODEL","0.000","0.000","0.000","0.000","","0.000"
"10.1002/ejsp.591","NOORDEWIER MK;STAPEL DA","JUDGING THE UNEXPECTED: DISCONFIRMATION OF SITUATION-SPECIFIC EXPECTANCIES","EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY","2009","2","0.125","0.039","NOORDEWIER MK, 2009, EUR J SOC PSYCHOL","0.000","0.000","0.000","0.000","","0.000"
"10.1057/s41264-021-00093-1","LANGGA A","RETRACTED ARTICLE: THE INFLUENCE OF INTENSIVE DISTRIBUTION AND SALES PROMOTION TOWARDS CORPORATE IMAGE, CUSTOMER-BASED BRAND EQUITY, REPURCHASE INTENTION AND WORD OF MOUTH USING GENERALIZED STRUCTURED COMPONENT ANALYSIS","JOURNAL OF FINANCIAL SERVICES MARKETING","2022","1","0.333","0.794","LANGGA A, 2022, J FINAN SERV MARK","0.000","0.000","0.000","0.000","","0.000"
"10.1155/2022/8247846","QIU Y;LIU Y;TONG Y;XIANG X","RECOMMENDATION OF KNOWLEDGE GRAPH CONVOLUTIONAL NETWORKS BASED ON MULTILAYER BILSTM AND SELF-ATTENTION","MOBILE INFORMATION SYSTEMS","2022","1","0.333","0.794","QIU Y, 2022, MOB INF SYS","0.000","0.000","0.000","0.000","","0.000"
"10.1177/00222437221105028","GAO F;LOWREY TM;SHRUM LJ;LANDAU MJ","RETRACTED: PRIMING THE CONCEPT OF FULLNESS WITH VISUAL SEQUENCES REDUCES PORTION SIZE CHOICE IN ONLINE FOOD ORDERING","JOURNAL OF MARKETING RESEARCH","2023","1","0.500","0.667","GAO F, 2023, J MARK RES","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s10257-021-00507-6","HOU L","RETRACTED ARTICLE: DECISION SUPPORT MODEL OF E-COMMERCE ENTERPRISE INVESTMENT BASED ON DEEP LEARNING ALGORITHM","INFORMATION SYSTEMS AND E-BUSINESS MANAGEMENT","2023","1","0.500","0.667","HOU L, 2023, INF SYST E-BUS MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s10257-020-00478-0","MA X;LI H","RETRACTED ARTICLE: MARGINAL CONTRIBUTION OF THE HEALTH INPUT OF HUMAN CAPITAL FOR INTELLIGENT STRATEGIC LAYOUT OF MEDICAL INSURANCE","INFORMATION SYSTEMS AND E-BUSINESS MANAGEMENT","2023","1","0.500","0.667","MA X, 2023, INF SYST E-BUS MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1080/19388160.2021.1904078","WU H-C;AI C-H;CHANG Y-Y","RETRACTED ARTICLE: WHAT DRIVES EXPERIENTIAL PERSISTENCE INTENTIONS: THE CASE OF GAY TOURISM (JOURNAL OF CHINA TOURISM RESEARCH, (2022), 18, 4, (I–XXVII))","JOURNAL OF CHINA TOURISM RESEARCH","2022","1","0.333","0.794","WU H-C, 2022, J CHINA TOUR RES","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s00181-020-01834-2","DERBALI A;JAMEL L;WU S","RETRACTED ARTICLE: MEASURING THE SYSTEMIC IMPORTANCE OF CHINESE BANKS BASED ON RISK INTERACTIONS(EMPIRICAL ECONOMICS, (2020), 59, 2, 10.1007/S00181-020-01834-2)","EMPIRICAL ECONOMICS","2020","1","0.200","0.060","DERBALI A, 2020, EMPIR ECON","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s10257-019-00405-y","ZHANG Y;YUAN Y;LU K","E-COMMERCE INFORMATION SYSTEM DATA ANALYTICS BY ADVANCED ACO FOR ASYMMETRIC CAPACITATED VEHICLE DELIVERY ROUTING","INFORMATION SYSTEMS AND E-BUSINESS MANAGEMENT","2020","1","0.200","0.060","ZHANG Y, 2020, INF SYST E-BUS MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.3390/jrfm14070317","SALHI B","THE RELATIONSHIP BETWEEN CEO PSYCHOLOGICAL BIASES, CORPORATE GOVERNANCE AND CORPORATE SOCIAL RESPONSIBILITY","JOURNAL OF RISK AND FINANCIAL MANAGEMENT","2021","1","0.250","0.177","SALHI B, 2021, J RISK FINANC MANAG","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s40953-019-00185-9","SWAMY V;DHARANI M","GOOGLE SEARCH INTENSITY AND THE INVESTOR ATTENTION EFFECT: A QUANTILE REGRESSION APPROACH","JOURNAL OF QUANTITATIVE ECONOMICS","2020","1","0.200","0.060","SWAMY V, 2020, J QUAN ECON","0.000","0.000","0.000","0.000","","0.000"
"10.1136/tobaccocontrol-2018-054586","SONG F;ELWELL-SUTTON T;NAUGHTON F","IMPACT OF THE NHS STOP SMOKING SERVICES ON SMOKING PREVALENCE IN ENGLAND: A SIMULATION MODELLING EVALUATION","TOBACCO CONTROL","2018","1","0.143","0.033","SONG F, 2018, TOB CONTROL","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s10614-017-9786-1","MAKSIMOVIĆ G;JOVIĆ S;JOVOVIĆ D;JOVOVIĆ M","ANALYSES OF ECONOMIC DEVELOPMENT BASED ON DIFFERENT FACTORS","COMPUTATIONAL ECONOMICS","2019","1","0.167","0.056","MAKSIMOVIĆ G, 2019, COMPUT ECON","0.000","0.000","0.000","0.000","","0.000"
"10.1080/10548408.2017.1341361","LEUNG D;DICKINGER A","DOES REPETITION HELP? IMPACT OF DESTINATION PROMOTION VIDEOS ON PERCEIVED DESTINATION IMAGE AND INTENTION-TO-VISIT CHANGE","JOURNAL OF TRAVEL AND TOURISM MARKETING","2017","1","0.125","0.054","LEUNG D, 2017, J TRAVEL TOUR MARK","0.000","0.000","0.000","0.000","","0.000"
"10.1111/puar.13057","BERTELLI AM;DOHERTY KM","ERRATUM TO: SETTING THE REGULATORY AGENDA: STATUTORY DEADLINES, DELAY, AND RESPONSIVENESS: SETTING THE REGULATORY AGENDA: STATUTORY DEADLINES, DELAY, AND RESPONSIVENESS (PUBLIC ADMINISTRATION REVIEW, 10.1111/PUAR.13082)","PUBLIC ADMINISTRATION REVIEW","2019","1","0.167","0.056","BERTELLI AM, 2019, PUBLIC ADM REV","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.eeh.2016.08.001","MEINZER NJ","SOCIAL MOBILITY IN THE EARLY MIDDLE AGES","EXPLORATIONS IN ECONOMIC HISTORY","2017","1","0.125","0.054","MEINZER NJ, 2017, EXPLOR ECON HIST","0.000","0.000","0.000","0.000","","0.000"
"10.1002/kpm.1455","FILIERI R;ALGUEZAUI S","KNOWLEDGE SOURCING AND KNOWLEDGE REUSE IN THE VIRTUAL PRODUCT PROTOTYPING: AN EXPLORATORY STUDY IN A LARGE AUTOMOTIVE SUPPLIER OF R&D","KNOWLEDGE AND PROCESS MANAGEMENT","2016","1","0.111","0.052","FILIERI R, 2016, KNOWL PROCESS MANAGE","0.000","0.000","0.000","0.000","","0.000"
"10.1177/0258042X15578017","AGARWAL A;SINGH D","RETRACTED: PRM SCALE: AN INNOVATIVE TOOL FOR INDIAN AUTOMOBILE SECTOR","MANAGEMENT AND LABOUR STUDIES","2014","1","0.091","0.049","AGARWAL A, 2014, MANAG LABOUR STUD","0.000","0.000","0.000","0.000","","0.000"
"10.1016/j.econmod.2012.06.002","MOHSIN A;ZAMAN K","DISTRIBUTIONAL EFFECTS OF RISING FOOD PRICES IN PAKISTAN: EVIDENCE FROM HIES 2001-02 AND 2005-06 SURVEY","ECONOMIC MODELLING","2012","1","0.077","0.037","MOHSIN A, 2012, ECON MODEL","0.000","0.000","0.000","0.000","","0.000"
"10.1007/s11205-010-9673-9","HEADEY B;MUFFELS R;WAGNER GG","RETRACTED ARTICLE: CHOICES WHICH CHANGE LIFE STATISFACTION: REVISING SWB THEORY TO ACCOUNT FOR CHANGE","SOCIAL INDICATORS RESEARCH","2012","1","0.077","0.037","HEADEY B, 2012, SOC INDIC RES","0.000","0.000","0.000","0.000","","0.000"
"10.1002/pa.1427","GREBE SK","MEASURING THE IMPACT OF COMMERCIALISM, COMMUNITY EXPECTATION AND CONSENSUS IN THE DEVELOPMENT OF 'COMMON' AND 'AGREED' VALUES FROM THE PERSPECTIVE OF A MEMBER-BASED MEDICAL ORGANISATION","JOURNAL OF PUBLIC AFFAIRS","2012","1","0.077","0.037","GREBE SK, 2012, J PUBLIC AFF","0.000","0.000","0.000","0.000","","0.000"
